epoch,acc,loss,val_acc,val_loss
28,0.9506886498441741,0.13196958330925881,0.9259618328644166,0.1984096669076547
29,0.9517693777018197,0.12755579248518636,0.926523114603531,0.19989273787694437
30,0.9522469086216553,0.12764253049176566,0.9309113175057065,0.1897145694627155
31,0.9527244395295064,0.12365805672735763,0.8940708235777547,0.26903154229050885
32,0.9536543681571936,0.12398961701066072,0.921879783651393,0.2158848157186559
33,0.9552126269346747,0.12112705204667693,0.9208592713542199,0.2071923884853123
34,0.9541570322710365,0.12201175907095126,0.9298908051842024,0.20408510815430897
35,0.9555644918065749,0.11917943055769109,0.9231043984323317,0.20478566729672065
36,0.9557906906664929,0.11849393922398531,0.9275946525155628,0.1992302938359789
37,0.9573992158559576,0.11462200764460673,0.9228492703580384,0.21910574000451574
38,0.9571478837840555,0.11631693794493449,0.9389733646290438,0.17549701170629536
39,0.9587312757735206,0.11261903311908575,0.9369323400590284,0.17558191171354487
40,0.9579772795817835,0.11448879817706131,0.9327482396162874,0.18209674849468313
41,0.9598874032371569,0.11023962054361564,0.9271354219818349,0.1974524474124061
42,0.9610435307247621,0.10901467561477618,0.9371364424941321,0.18439180504483907
43,0.9598120036191816,0.10737229690571412,0.9384120828655985,0.16998140591375682
44,0.9578516135518247,0.11037505596405756,0.9319828553934075,0.18687061527433146
45,0.9603398009510008,0.10677947022258259,0.9354015715889377,0.1847609713040988
46,0.9623253242243495,0.10507770472688269,0.9412184916828248,0.17018632490595806
47,0.9616215944565804,0.10427589537082418,0.9148892744157567,0.2389179897215284
48,0.9629536543741434,0.10111422171306704,0.9267272170872966,0.19442118320042703
49,0.961144063542737,0.10459407903400092,0.9393305439330544,0.17669993087364977
50,0.9633306524580275,0.0989080679693647,0.9417797734462701,0.16857950430709753
51,0.9633809188700111,0.09944342680981774,0.9429533625880192,0.1655708506779601
52,0.9640092490257972,0.09792826476941231,0.9300949076436371,0.20024757427027037
53,0.9620237257464562,0.10149021078707454,0.9348913154403511,0.18161040820285537
54,0.9635819845179451,0.09838430165968864,0.9349933666700684,0.1876535169230528
55,0.965140243289434,0.09592246999015662,0.9295846515193814,0.19842004039990974
56,0.9640595154377807,0.09741217431909022,0.9267272170872966,0.22295750040039747
57,0.9649140444415004,0.09554201627575813,0.924584141238902,0.22005624237451984
58,0.9657434402392284,0.09452514494452342,0.9203490152056333,0.23829269797523808
59,0.964562179563608,0.09557627628624703,0.9369833656495561,0.18544619088548248
60,0.9653915753553438,0.09392333434052212,0.9398918256964996,0.1668109405861453
61,0.9657183070332366,0.09402410542240176,0.9366261863455455,0.17571450705310315
62,0.9680054287784864,0.08691198718298244,0.9271354219818349,0.2038483104825093
63,0.9657434402392284,0.09077114882001004,0.9250433717726299,0.2218874963054591
64,0.9667739016788982,0.08962650960561282,0.9340238799877538,0.19362010024104
65,0.9676284306946024,0.08864431049496106,0.9406572099193795,0.17819816495070154
66,0.9674273650346839,0.08799668715622025,0.9401469537707929,0.1769735976002091
67,0.9689856238121649,0.08699299221085198,0.9411164404531075,0.16952921967398016
68,0.9664974364129888,0.09050384227711135,0.9363200326563935,0.1947180644131635
69,0.9684326932803463,0.08637542028916,0.9434125931217471,0.16417998195942238
70,0.9685080929043138,0.08773941412827256,0.9364731095253004,0.1913093524134479
71,0.9667990348908821,0.09062284724832756,0.9416266966016941,0.1726603597071444
72,0.9685080928983215,0.08586345791009259,0.9312684967853863,0.19954764556148452
73,0.9689856238121649,0.08655224295208128,0.9416777222165527,0.1673761207486053
74,0.9679300291605112,0.08919174583372044,0.9424431064394326,0.16778784771845717
75,0.9704433497536946,0.08171300743069383,0.9394325951627717,0.17434580759596296
76,0.9700663516638183,0.08393137599650545,0.9395346463924891,0.17182099403447948
77,0.9696390871739429,0.08227331694797906,0.9347892642106337,0.19227761394647552
78,0.9683572936563788,0.08397611451200519,0.9423920808245739,0.1745945278647156
79,0.9718508092952252,0.0774332878453337,0.9376466986427187,0.1886815635776557
80,0.9711973459454317,0.0803365620909081,0.9444841310337789,0.1643527334434139
81,0.9698904192278681,0.08297689581059374,0.9464741300132666,0.16354394425362492
82,0.9721021413491505,0.07727612143679607,0.9415756710111663,0.1705674920141764
83,0.9718005428832417,0.07917611044553029,0.9399428513113584,0.18117078396092812
84,0.9695636875559676,0.08253583640015202,0.9437697724257578,0.17096879195255799
85,0.9721775409791102,0.07832400148693816,0.937442596183284,0.181537323811452
86,0.972202674185102,0.07821672979558403,0.9404020818450862,0.17379407240460876
87,0.9717502764712581,0.07868690760582431,0.9382079804061639,0.18442570597208227
88,0.9712727455574147,0.08203936145166495,0.9410143892233901,0.17333392678082432
89,0.9714738111993566,0.07752632478674693,0.9440249005000511,0.1648533469663747
90,0.971272745563407,0.07955255376208191,0.9442290029594856,0.1648131547487549
91,0.9726048054749779,0.07695693439175115,0.9259108072252271,0.22509855659514535
92,0.9738111993565899,0.07514555045663172,0.9404020818694171,0.1861236964102752
93,0.973082336382829,0.07457800784869309,0.9444331054189203,0.16976053402012575
94,0.9727053382929527,0.0738930743358257,0.9472395142361465,0.16424275591682652
95,0.9727807379169201,0.07614537180754645,0.9471374630064292,0.16366388863677764
96,0.9732080024127878,0.07429256720888419,0.9386161853250332,0.1864832871352507
97,0.9754197245400623,0.06898002275226897,0.9400959281559342,0.19327331597354414
98,0.9728561375289032,0.07542034457218136,0.9430554138177365,0.18237165153889187
99,0.97320800241878,0.07508484612784458,0.9409633636085315,0.16953247102972183
